States,$,ASEQ,ADD,ARRAY,LBRA,RPAR,CHAR,DO,BEGIN,INT,DIVIDE,STR,RETURN,LPAR,SEMICOLON,OF,ELSE,CHARACTER,ID,IF,INTEGER,COMMA,SUB,PROCEDURE,OR,MOD,BOR,COLON,BAND,EQ,FUNCTION,BOOLEAN,REA,GEQ,NOT,AND,REAL,RBRA,LEQ,STRING,WHILE,THEN,END,MULTIPLY,XOR,LES,NEQ,GRE,BULK_ASSIGNMENT,ID_ARRAY,FUNCTION_CALL,VAR_DCL,LOOP,BINARY_OP,BLOCK,CONSTANT,ARRAY_DIMENSION,STMT,FUNC_DEF,CONDITIONAL,SIMPLE_VAR,ARGUEMENT,FUNCTION_CALL_PRIME,UNARY_OP,PROC_DEF,EXPR,ASSIGNMENT,MAIN,id,ARRAY_VAR,TYPE
99,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,REDUCE EXPR,ERROR,REDUCE EXPR,REDUCE EXPR,REDUCE EXPR,ERROR,REDUCE EXPR,REDUCE EXPR,ERROR,ERROR,ERROR,REDUCE EXPR,ERROR,REDUCE EXPR,ERROR,REDUCE EXPR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,REDUCE EXPR,REDUCE EXPR,REDUCE EXPR,REDUCE EXPR,REDUCE EXPR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
100,ERROR,ERROR,SHIFT S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S101 NoSem,ERROR,SHIFT S101 NoSem,SHIFT S101 NoSem,SHIFT S101 NoSem,ERROR,SHIFT S101 NoSem,SHIFT S101 NoSem,ERROR,ERROR,ERROR,SHIFT S101 NoSem,ERROR,SHIFT S101 NoSem,ERROR,ERROR,SHIFT S101 NoSem,ERROR,ERROR,ERROR,ERROR,SHIFT S101 NoSem,SHIFT S101 NoSem,SHIFT S101 NoSem,SHIFT S101 NoSem,SHIFT S101 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
101,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE BINARY_OP,ERROR,REDUCE BINARY_OP,ERROR,REDUCE BINARY_OP,ERROR,ERROR,ERROR,REDUCE BINARY_OP,REDUCE BINARY_OP,ERROR,ERROR,ERROR,REDUCE BINARY_OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE BINARY_OP,ERROR,REDUCE BINARY_OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
102,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S103 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S103 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
103,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE UNARY_OP,ERROR,REDUCE UNARY_OP,ERROR,REDUCE UNARY_OP,ERROR,ERROR,ERROR,REDUCE UNARY_OP,REDUCE UNARY_OP,ERROR,ERROR,ERROR,REDUCE UNARY_OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE UNARY_OP,ERROR,REDUCE UNARY_OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
104,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S105 NoSem,ERROR,SHIFT S105 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S105 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S105 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
105,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,REDUCE CONSTANT,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
106,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S107 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S107 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S107 NoSem,ERROR,ERROR,ERROR,ERROR,SHIFT S107 NoSem,ERROR,ERROR,SHIFT S107 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
107,REDUCE TYPE,REDUCE TYPE,ERROR,REDUCE TYPE,ERROR,REDUCE TYPE,REDUCE TYPE,ERROR,REDUCE TYPE,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE TYPE,REDUCE TYPE,ERROR,ERROR,ERROR,ERROR,REDUCE TYPE,ERROR,ERROR,REDUCE TYPE,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE TYPE,REDUCE TYPE,ERROR,ERROR,ERROR,ERROR,REDUCE TYPE,ERROR,ERROR,REDUCE TYPE,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
108,ERROR,ERROR,ERROR,ERROR,SHIFT S109 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
109,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S110 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR
110,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S111 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S112 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
111,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S110 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR
112,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,ERROR,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,ERROR,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,REDUCE ID_ARRAY,ERROR,REDUCE ID_ARRAY,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,ERROR,REDUCE ID_ARRAY,REDUCE ID_ARRAY,REDUCE ID_ARRAY,REDUCE ID_ARRAY,REDUCE ID_ARRAY,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
113,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S114 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
114,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S118 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S115 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR
115,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S118 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S116 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
116,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S92 NoSem,ERROR,PUSH_GOTO S92 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S117 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR
117,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S118 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,SHIFT S116 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
118,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,ERROR,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,ERROR,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,REDUCE FUNCTION_CALL_PRIME,ERROR,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,ERROR,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,REDUCE FUNCTION_CALL_PRIME,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR

